"N","Author","Year","Phase1.m.ori","Phase1.m","Experimental.setting","rr","var","hop_code","hop_score","provenance_confidence","decisive_basis","inherited_rule_id","coder"
"4659","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.464356416","0.12212751","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4660","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.46303496","0.03165384","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4661","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.228258652","0.482205393","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4662","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.265703166","0.172534191","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4663","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.422559541","0.042838102","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4664","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.126751706","0.06266895","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4665","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.18301145","0.060787005","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4666","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.372888938","0.018592042","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4667","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.901901994","0.109839352","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4668","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.052725389","0.437687992","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4669","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.032789823","0.165394843","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4670","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.036367644","0.712908973","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4671","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.005532518","0.113264682","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4672","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.029852963","0.027365508","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4673","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.514359196","0.087947373","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4674","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.341717357","0.139142031","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4675","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.094113292","0.022091243","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4676","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.097163748","0.102884541","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4677","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.260834822","0.058780464","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4678","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.021661497","0.050233994","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4679","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.037740328","0.171410946","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4680","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.297740184","0.077824264","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4681","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0","0.007469118","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4682","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-1.307513483","0.766438419","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4683","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.45271125","0.297351212","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4684","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.094303975","0.178098526","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4685","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-1.231896245","0.05750545","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4686","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.009916936","0.147936124","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4687","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.209720531","0.215949824","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4688","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.417704432","0.233613547","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4689","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.068571889","0.148893925","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4690","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.026285277","0.096373246","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4691","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.398736772","0.095367249","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4692","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.41897107","0.24897724","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4693","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.176688058","0.116372204","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4694","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.040390756","0.038691262","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4695","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.333001344","0.092709541","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4696","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.018258771","0.003334985","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4697","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.126562318","0.032625113","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4698","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.006370047","0.437967032","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4699","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.151075769","0.02445008","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4700","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.308311363","0.016359318","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4701","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.983184906","0.113003599","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4702","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.053511069","0.385661251","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4703","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.121129232","0.066847011","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4704","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.099621485","0.202813907","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4705","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.001512261","0.241256354","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4706","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.018004215","0.04228109","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4707","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.914819441","0.257674331","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4708","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.980166171","0.331067092","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4709","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.194651311","0.01710225","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4710","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.367048765","0.225228469","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4711","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.070023374","0.040987397","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4712","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.270534197","0.072453525","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4713","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-1.423768512","0.276145537","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4714","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.525802862","0.202107666","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4715","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.126797485","0.261538117","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4716","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.291269061","0.018407039","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4717","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.044253455","0.38884557","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4718","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","-0.568229134","0.244630677","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4719","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.173846172","0.440110711","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
"4720","Dostal et al. 2021","2021","12","Greenhouse","Greenhouse","0.328404019","0.253659237","HU","","low","F.H=Greenhouse; Phase1.m.ori=12 (numeric duration); Phase1.m=Greenhouse; Experimental.setting=Greenhouse; prior organism provenance is unresolved.","B-HU-003","coder-b"
